Unique ID,Post,Labels Set
3067,"#Bulandshahr दहेज न मिलने पर पत्नी को दिया तलाक, 3 तलाक देकर पत्नी को घर से निकाला, महिला के साथ पति करता था मारपीट, पीड़िता की तहरीर पर मुकदमा दर्ज, खानपुर पुलिस मामले की जांच में जुटी. @bulandshahrpol @Uppolice #policemedianews",non-hostile
5614,"जैसे अपना घर बनाने के लिए रोज़ थोड़ा थोड़ा पैसा जोड़ते हैं, 

अपने परिवार को सुरक्षित बनाने के लिए हिंदू संगठनों से जुड़ना शुरू करें!🙏",defamation
4558,"लालू परिवार में दोनों भाइयों के बीच ‘शीतयुद्ध’, खत्म करने की कवायद में जुटीं राबड़ी देवी

https://t.co/OrF7k51NsN https://t.co/N8f2uNkU0T",non-hostile
871,"चीन ने हमारी ज़मीन छोड़ दी, इकॉनोमी 5tr हो चुकी, करोड़ों नौकरियाँ आ गई, किसान व्यापारी सब मुनाफ़े में, स्वच्छ भारत, डिजिटल-स्किल इंडिया सफल हो चुके.
देश में बस एक ही मुसीबत बाक़ी है-रिया के पूरे ख़ानदान का गिरफ़्तार न होना. केंद्रसरकार-मीडिया 24 घंटे मेहनत कर रहे हैं. जल्द ही...",non-hostile
4687,"RT @ProfNoorul: कोरोना में हम सभी दो भागों में विभक्त हो गए हैं। एक तो वो जो बहुत अधिक सावधानी रख रहे हैं,

दूसरे वो जो बिंदास घूम रहे हैं।…",hate
4984,हिंदूओं ❗.. तुम्हारी बहन - बेटियां जिम में बहुत मेहनत कर रही है और उन्हें सिखाने ने अफजल तो 👉 बहुत - बहुत मेहनत कर रहा है 😠😡😡.. आगे की कहानी सावधान इंडिया में अवश्य देखना तुम्हारा सर गर्व से ऊंचा हो जाएगा 👇😠😡,hate
1492,"Vodafone-Idea ने अब अपना नाम बदलकर VI कर लिया है. आम आदमी को इससे क्या फ़ायदा होगा? रिचार्ज का रेट कम होगा या नहीं, मोबाइल में नेटवर्क बेहतर होगा या नहीं? वीडियो धकाधक चलेगा? 'पॉड ख़ास' के इस अंक में जानिए इन सवालों के जवाब |@therituraj | @manukaushik |

➡️https://t.co/QsjGaQFQKK https://t.co/GZqU8AVpxb",non-hostile
3546,"1 - 'नो सीएए, नो एनआरसी', 'वी अपोस एनआरसी एंड सीएए', और 'मासूमों पर लाठीचार्ज हमसे न हो पाएगा'. यह तीनों पोस्टर फ़र्ज़ी हैं और डिजिटल तरीके से वास्तविक तस्वीर से छेड़ छाड़ कर बनाए गए हैं |

",fake
3154,"आज कोल इंडिया और इन्फोसिस के शेयरों में कमाई का मौका
https://t.co/2a6jXbBzJh via @NavbharatTimes 
#ShareMarket #Sensex #Nifty",non-hostile
3946,"कांग्रेस विधायक ने की पीएम मोदी की तारीफ
मोदी रहा तो भारत जल्द अमेरिका जैसा देश होगा।जो भ्रष्ट हैं, केवल वे ही चाहते हैं कि मोदी हारे ।

कांग्रेस के विधायक अनिल उपाध्याय भी हुए पीएम मोदी के मुरीद, बंधे तारीफों के पूल।
",fake
312,"""नागरिकता विधेयक का विरोध करने वाले इस्लामवादियों की मानसिकता। भारत ऐसे नागरिकों को क्यों चाहेगा? हिंदू निर्माण करते हैं। इस्लामवादी विनाश करते हैं। मोदी आप काम करें।

",fake
3754,"भारत-चीन झड़प में मारे गए चीनी सैनिकों के शव हैं |

",fake
411,"यह कोई रामभक्त टॉमवक्त नहीं है..!यह सिर्फ दीपक शर्मा का भक्त है..!!
#गोपाल_हिंदुत्व_आतंकवादी","defamation,hate"
1605,"#SushantSinghRajput के फ्लैटमेट सिद्धार्थ को लेकर शेखर सुमन बोले- वह अभी तक सही से पिटा नहीं

https://t.co/XbD6seUbkS",non-hostile
3642,आसमानी गिद्ध ख़त्म हो गए जो मरे का मांस नोचते थे। ये गिद्ध ज़िन्दे का मांस नोच रहे हैं। https://t.co/MfHbFTxjcB,non-hostile
518,"मैहर अनुविभागीय अधिकारी श्री सुरेश अग्रवाल जी व नगर निरीक्षक श्री देवेंद्र चौहान जी का ऑक्सीजन स्तर जांच कर AAP मैहर ने जिला संगठन मंत्री @pus4aap के नेतृत्व में ऑक्सी मित्र अभियान  की शुरुआत की।
@ArvindKejriwal @AapKaGopalRai @AnkushNarang_ @PankajSinghAAP https://t.co/YPyjbqXpBm",non-hostile
4424,"आप सब को बता दूँ मेरी पुत्री ""सुश्री जीडीपी"" अब मेरे कंट्रोल में नहीं है!!
""विकास के पिताजी"" की और से जनहित में जारी!!!

मेरी पुत्री पर बात ना करे पड़ोसी बालक PUBG को मार भगाया है हम ने देशहित में!!!!",offensive
1404,"यदि अनुच्छेद 370 को समाप्त कर दिया गया है, तो भूकंप आएगा जो कश्मीर को भारत से अलग कर देगा।",fake
1272,#भैयाजी_कहिन अब वो भारत नहीं रहा जो सीमा उल्लंघन को बर्दाश्त करेगा @prateektv https://t.co/8t4C0bcNcI,non-hostile
5629,"रामनगर की विश्व प्रसिद्ध रामलीला को लेकर संशय, कोविड-19 संक्रमण के कारण अभी तक कोई तैयारी नहीं
#ramnagarramleela #ramleela #covid19 #varanasi
https://t.co/DH2kynWftU",non-hostile
587,गोरखपुर की घटना अपराधी ने पुलिस वाले को नाक में दम कर दी तभी तो पुलिस वाले गुस्से में ठोक दे रहे हैं बेरोजगारी अपराधी बनाते जा रही है इस के चक्कर में पुलिस भी परेशान नागरिक की जिंदगी भी खतरे में यह सब अपराध के पीछे सरकार की लूट भ्रष्टाचार निकम्मापन बेरोजगारी,"defamation,hate"
546,"कस्टडी में शौविक चक्रवर्ती ने किए कई खुलासे; बांद्रा और सांताक्रूज में NCB की छापेमारी
https://t.co/hvq8VpECOp",non-hostile
1416,"परफ़ेक्ट बॉडी ने मुझे लोगों का चहेता बनाया, पर साथ ही तनाव भी दिया’ https://t.co/yp50TJLFXt",non-hostile
569,मुख्य आर्थिक सलाहकार ने कहा-देश में इस वर्ष अप्रैल से जून की अवधि में जीडीपी में कमी कोविड महामारी के कारण आई है https://t.co/oQYNVD74bj,non-hostile
361,"प्रधानमंत्री नरेंद्र मोदी लाल किले से महिलाओं के अधिकारों का नारा लगाते हैं, सुप्रिम कोर्ट सूशांत सिंह राजपूत की मौत के लिए जांच आदेश जारी कर रहा है, 
लेकिन JNUछात्र नजीब लापता है, उसकी माँ सालों से न्याय के लिए चीख रही है रोहीत की माँ राधिका वेमुला को इंसाफ कब?
#मां_मांगे_इंसाफ",offensive
813,"बहुजन समाज के महापुरूषो के विचारधारा में इतनी ताकत है की हमे किसी राजनितीक पार्टी की चमचेगीरी करने की जरुरत ही नही है !
#17सितम्बर_पेरियार_जयंती_मनायेंगे",hate
1325,"वकील अशोक सरावगी ने दावा किया है कि रिया और सुशांत को खत्री नाम का एक व्यक्ति ड्रग्स देता था. उन्होंने कहा कि खत्री का पूरा नाम उन्हें नहीं पता लेकिन वह बॉलीवुड का बड़ा ड्रग सप्लायर है. 
#RheaChakraborty
https://t.co/zHrUwvWAWm",non-hostile
5342,"#Hapur 2.5 लाख के इनामी की गिरफ्तारी का मामला, आशू जाट को आज मुम्बई से हापुड़ लाएगी पुलिस, 2 बीजेपी नेताओं की हुई थी हत्या, 60 से ज्यादा मुकदमें में फरार था आशू, मिर्ची गैंग का सरगना है आशू जाट। @hapurpolice @Uppolice #policemedianews",non-hostile
5341,"RT @aadhiIa: संदीप सिंह :

नरेंद्र मोदी बायोपिक के प्रोड्यूसर 
CBI के अनुसार सुशांत को ड्रग बेचने के आरोपी
क्राइम सीन पर सबसे पहले पहुंचे
म…",offensive
3101,"RT @WasiuddinSiddi1: सरफरोशी की तमन्ना अब हमारे दिल में हैं ,
देखना है जोर कितना बाजुए कातिल में हैं ।
इन्कलाब ज़िन्दाबाद 
@WasiuddinSiddi1…",hate
4656,@pankajs89796129 साला  चरस फूकने वाला  है। साले ने राज्यसभा की मर्यादा को तार-तार कर  दिया।,"defamation,offensive"
760,@laluprasadrjd बिहार में भ्रष्टाचार से बिहार के नागरिक दुखी आवासीय बनाने के लिए 100 रुपया घूस लग जाती है यह मुद्दा  आपके पार्टी को नहीं दिख रही है न्यायपालिका में जज के बगल में बैठे व्यक्ति जज के  सामने घुस लेती है !भ्रष्टाचार शिक्षा स्वास्थ्य यही 3 मुद्दा आपको सत्ता में पहुंचा देगी,hate
3549,@PSKhachariyawas ये कांग्रेस के मेनिफेस्टो में क्या प्रिंटिंग मिस्टेक थी क्या ? या बस हर चीज का विरोध करना है साला सबके दिमाग मे पप्पू वायरस घुस गया https://t.co/hiCD0n19sn,offensive
4484,"सबसे ज़्यादा लोगों की नौकरी छिनने वाले मोदी जी पहले पीएम होंगे जो कल लाल क़िला से देश को सम्बोधित करेंगे ।
@INCIndia",non-hostile
321,"इस तरह ऑनलाइन बुक करें रसोई गैस सिलिंडर, 50 रुपये सस्ता मिलेगा  https://t.co/VIiYlP4w7k via @NavbharatTimes 
#lpg #amazonpay https://t.co/zsoYrq6WZm",non-hostile
518,"कोरोना संकटकाल में प्रदेशवासियों को उच्च स्तरीय चिकित्सा सुविधा उपलब्ध कराई जा रही है। उत्तर प्रदेश देश का पहला राज्य है, जहां कोरोना संक्रमित मरीजों के लिए 1.51 लाख से अधिक कोविड बेडों की व्यवस्था की गई है। https://t.co/xMY9AdMIxy",non-hostile
919,आज सुबह से मुझे फिर से परेशान की जा रही है गाली गलौज की जा रही है धमकी दी जा रही है बेखौफ अंदाज  से  धमकी गाली गलौज हर सेकंड फोन करें दीं जा रहीं है ना तो इसे पुलिस की डर है ना किसी की  यह सारे बीजेपी आर एस एस की आईटी सेल से जुड़ा मैं धमकी से नहीं डरती,"defamation,hate"
1368,"किसानों का करजा माफ किया तो किसानों की आदत खराब हो जायेगी भाईयों आप भी देखो |

कि किसान का कर्ज़ा माफ़ नहीं करना चाहिए...कि अगर किसान का कर्ज़ा माफ़ किया तो किसान को..किसान की आदत ख़राब हो जाएगी

",fake
215,"@SalmanNizami_ बहुत बड़ा कमीना है तु , इतना गली कैसे हज़म कर लेता तु? चमड़े कितना मोटा है तेरा. कु दिन भर भौकते रहता हैहै तु? राहुल गांडू के चमचे होने पर तुझे सरम नही अता? कहाँ से मिला तुझे जाहिल वाला सर्टिफिकेट","hate,offensive"
3663,"मोदी सब देख रहे हैं, डेडिकेटेड फ्रेट कॉरिडोर परियोजना पर हर वक्त रहती है नजर!
https://t.co/2GFxRffjYw via @NavbharatTimes 
#NarendraModi #DedicatedFreightCorridor https://t.co/GQrjJ2XP55",non-hostile
340,@KanganaTeam कुतिया तेरी हिम्मत कैसे हुई किसानों को आतंकी कहने की,"fake,offensive"
225,"चमचो  का चुतियप्पा ""दिये जलाने से कोरोना नही भागेगा""

अब खुद दिये जला रहे है जैसे की दिये जलाने से धड़ाधड़ रोजगार मिलना शुरु हो जायेगा😅😆",hate
389,"मोदी जी के बाद प्रधानमंत्री पद के सच्चे दावेदार योगी जी ही होंगे..🚩🙏

सही कहा ना मित्रों 🤔❓",defamation
1298,"पूर्व राष्ट्रपति, भारत रत्न श्री प्रणब मुखर्जी जी का निधन राष्ट्र की अपूरणीय क्षति है।

वह सार्वजनिक जीवन में शुचिता, पारदर्शिता एवं स्पष्टवादिता की प्रतिमूर्ति थे।

परिजनों के प्रति मेरी संवेदनाएं।

ईश्वर से प्रार्थना है कि दिवंगत आत्मा को अपने परमधाम में स्थान दें।

ॐ शांति!",non-hostile
3795,"RT @Rhea_Ziddi: कंगना की मां आशा रनौत ने भाजपा ज्वाइन कर ली.😛😛

यह सब खेल मां को प्रमोट करने के लिए था !
बाकि किसान लाठिया खा रहे हैं ! 
ज…",hate
1613,"दिल्ली के मुख्यमंत्री श्री अरविंद केजरीवाल जी को जन्मदिन की बहुत बहुत मुबारकबाद,अल्लाह से दुआ है कि आप की उम्र में बरकत हो और आप ऐसे ही ग़रीबों मज़लूमों और हर तबक़े के लोगो की हमेशा मदद करते रहें। @ArvindKejriwal https://t.co/0DlCTNo8mA",non-hostile
1474,"एक ऐप है #AskSarkar।  इसमें एक व्यक्ति चैट बॉट के माध्यम से बातचीत कर सकता है और किसी भी सरकारी योजना के बारे में सटीक जानकारी प्राप्त कर सकता है - वह भी सभी 3 प्रारूपों के माध्यम से - पाठ, ऑडियो, वीडियो: PM @narendramodi

 #MannKiBaat https://t.co/wfQj0Okn40",non-hostile
2245,"संविधान के अनुच्छेद 370 एवं 35A को निरस्त करने के ऐतिहासिक निर्णय एवं उपलब्धि के लिए आदरणीय पीएम श्री नरेन्द्र मोदी जी, आदरणीय गृहमंत्री श्री अमित शाह जी एवं इस फैसले का समर्थन करने वाले सभी संसद सदस्यों को कोटि-कोटि धन्यवाद- भाजपा अध्यक्ष श्री @JPNadda

#OneYearOfNoArticle370 https://t.co/Z1vlFz5wkO",non-hostile
726,"यूपीः मथुरा में सरकारी बस कंडक्टर से लूट, बदमाशों ने लूटे 43 हजार रुपये

#UP #YogiAdityanath

https://t.co/IrfIrkn9tU",non-hostile
341,"अगले दो वर्षों में इंसेफेलाइटिस मुक्त होगा उत्तर प्रदेश

मुख्यमंत्री श्री @myogiadityanath जी के कुशल नेतृत्व में प्राथमिकता से उत्तर प्रदेश को इंसेफेलाइटिस मुक्त बनाने हेतु कार्य किया गया, जिसके परिणामस्वरूप विगत चार वर्षों में मृत्यु दर में आई 90 से 95% की कमी। https://t.co/Myuty2VqUw",non-hostile
3561,कार्टून: अच्छे दिनों से सोशल डिस्टेंसिंग? https://t.co/18bgJo3BVN,non-hostile
50,"आम्रपाली की 28 परियोजनाओं की सूची ऑनलाइन, इसके निवेशक या खरीदार अपना नाम यहां ढूंढें
https://t.co/aHcisFPei8 via @NavbharatTimes 
#Amrapali #Property https://t.co/7OsydqiXdE",non-hostile
689,"लेक में चीन को लगता है कि वो हार चुका है, लिहाजा बयान कुछ नरम तो कुछ गरम आ रहे हैं-
#IndiaChinaFaceOff 

https://t.co/UCB2HlRjkC",non-hostile
378,"रिया चक्रवर्ती के घर पहुंचकर NCB ने जारी किया समन, पूछताछ में होना होगा शामिल, आज होंगे सवाल-जवाब - 
#SushantSinghRajput 

https://t.co/vzcUtwr7Bv",non-hostile
3131,"आज से पूरे देश में अनलॉक 4 लागू होने जा रहा है। इसके लिए गृह मंत्रालय ने एक दिशा-निर्देश जारी किए हैं -
#Unlock4 

https://t.co/LN0Ux097tx",non-hostile
888,"RT @Poojameena110: नेताओं ने ये कैसा हिन्दुस्तान कर दिया,
बेजान इमारतों को भी हिन्दू मुसलमान कर दिया.
Agree=Retweet
Follow.... Me",hate
1441,@ajitanjum लाठी बरसात कर आवाजों को कुचल देना चाहती है डर भय पैदा की जा रही है,defamation
4527,"दिल्ली सरकार का आदेश, ट्यूशन फीस के अलावा अन्य कोई फीस न चार्ज करें प्राइवेट स्कूल
https://t.co/kLI41dcAck",non-hostile
2894,"वित्त मंत्री अनुसूचित वाणिज्यिक बैंकों और एनबीएफसी के साथ ‘बैंक ऋणों में #कोविड19 संबंधी दबाव की समाधान व्यवस्था’ पर अमल की समीक्षा करेंगी 

विवरण : https://t.co/QBUeXP5zvi

@nsitharaman @FinMinIndia @ianuragthakur",non-hostile
841,हरिद्वार के मनसा देवी झूले में आग लग जाने से लोग जिन्दा जले….बहुत दर्दनाक एक्सीडेंट।,fake
18,रामायण के दोहा नंबर 120 में लिखा है जब पृथ्वी पर निंदा बढ़ जाएगी पाप बढ़ जाएंगे तब चमगादर अवतरित होंगे और चारों तरफ उनसे संबंधित बीमारी फैल जाएंगी और लोग मरेंगे और दोहा नंबर 121 में लिखा है की एक बीमारी जिसमें नर मरेंगे उसकी सिर्फ एक दवा है प्रभु भजन दान और समाधि में रहना यानी लोकडाउन,fake
517,@rakeshpande_IND @SanjayAzadSln @narendramodi @PMOIndia @KapilMishra_IND जूते मारने चाहिए थे गुंडे को ऐसे गुंडे का संसद में क्या काम टिकिट वेलेकर है साला,hate
3169,"कश्मीर में सेना को बड़ी कामयाबी: बारामूला के रामपुर सेक्टर में आतंकियों के 2 ठिकानों का भंडाफोड़, एके सीरीज की 5 राइफल समेत भारी मात्रा में गोला-बारूद बरामद https://t.co/8JKweIQd7M #Kashmir #Baramulla #Terrorist @adgpi",non-hostile
2950,"आजम खान की मुश्किलें बढ़ी, लखनऊ और गाजियाबाद के हज हाउस निर्माण की जांच कराएगी योगी सरकार

https://t.co/BMR5r8FDA0",non-hostile
4057,"@KanganaTeam गिरा तो दिया तुमने मासूम कंगना का घर मुंबई में तुम्हारी सरकार गिरे तो यह मत कहना अमित शाह ने MLA खरीद लिए,😂😂😂",defamation
140,संसद का मानसून सत्र 14 सितम्‍बर से; महामारी को देखते हुए बडे स्‍तर पर तैयारियां https://t.co/pgWQLMF19n,non-hostile
440,"कोरोना वायरस का श्रोत पता चल गया है| यह मालुम हुआ है की हुबेई, चीन की कई छतें क्रिसैंथेमम चमगादड़ों से भरी हुई है",fake
4060,"पकौड़े तलने के दिन आ गए हैं गोबर भक्तों...!
वो भी नहीं बिकेंगे...",defamation
2379,"काले कच्छे वाले गैंग के हमले में रैना के फूफा और भाई की मौत
#SureshRaina 

https://t.co/Xhpym6GYmI",non-hostile
25,"देश में कोरोना संक्रमितों की संख्या 42 लाख के पार, पिछले 24 घंटे में 90,802 नए मामले
#COVID19India #CoronaUpdatesInIndia
https://t.co/35SOnQXbEE",non-hostile
3198,"#सुशांत के मामले चुप
#कंगना के मामले चुप
#संतो को पालघर में मरने पर चुप
#राम_मन्दिर के मामले चुप

ड्रग्स के मामले अचानक बोल परी #डायन #कुतीया #हरामखोर 😠 आतंकवादी बुढ़िया

माफ करना औरतो को इज्जत देता हूँ जो औरत को इज्जत नहीं दी उसको क्या दु
#SSB परिवार
#WeWantJustice4Palghar","defamation,fake,hate,offensive"
4353,"#Kanpur नशेबाज सिपाही ने रिक्शा चालक को पीटा, नशेड़ी सिपाही स्वरूप नगर थाने में है तैनात, बचाने आए लोगों को भी पीटा।  @kanpurnagarpol @Uppolice #HappyTeachersDay2020 #SaturdayThoughts #policemedianews",non-hostile
113,"माननीय राज्यसभा सांसद श्री रंजन गोगोई जी को कोरोना संक्रमित होने का समाचार प्राप्त हुआ। मैं, विश्व विधाता भगवान श्रीराम से उनके स्वास्थ्य लाभ की प्रार्थना करती हूँ।",fake
3196,"एक बात समझ में नहीं आई जब ताहिर हुसैन आरोपी है और उसके घर के छत पर बहुत सारी आपत्तिजनक चीजें मिली तो क्या दिल्ली पुलिस को उस घर को सील कर देना चाहिए था या उसे मीडिया के लिए अखाड़ा बनाने के लिए छोड़ देना चाहिए था। कोई मुझे समझाएगा प्लीज
@ProfNoorul 
@sujitsingh__ 
@Trolll_ziddi",non-hostile
464,पतंजलि की कोरोनिल दवा को आयुष मंत्रालय की अनुमति मिल गई है।,fake
811,"आखिरकार पॉन्डिचेरी विश्वविद्यालय के रामू नाम के भारतीय छात्र ने कोविड -19 के लिए एक घरेलू उपचार खोज लिया। WHO ने इसे स्वीकार भी कर लिया है। उन्होंने साबित किया है कि 1 बड़ा चम्मच काली मिर्च पाउडर में 2 टेबलस्पून शहद और कुछ जोड़कर लगातार 5 दिनों तक अदरक का रस कोरोना के प्रभाव को दबा देगा।

संपूर्ण विश्व इस उपाय को स्वीकार करने लगा है। अंत में एक अच्छी खबर 2020 में !!",fake
1234,"जम्मू कश्मीरः पीडीपी नेताओं का घर से बाहर न निकलने देने का आरोप, पार्टी की बैठक रद्द
#PDP #JammuKashmir #Article370 #पीडीपी #जम्मूकश्मीर #आर्टिकल370 

https://t.co/tNOsL93Scg",non-hostile
3251,"पश्चिम बंगाल में नवरात्रि के लिए बनाई जा रही माता की मूर्तियों को खंडित किया गया।

",fake
595,अभी तो अनेक झटके लगने बाकी है l चोर साले l https://t.co/QXs1NWWgtQ,offensive
4980,सरकारी डॉक्टरों के पीजी प्रवेश में आरक्षण पर SC ने कहा MCI को नौकरी कर रहे डॉक्टरों के पीजी प्रवेश मे आरक्षण के नियम बनाने का अधिकार नहीं। लेकिन राज्य को गांवऔर दूरस्थ इलाकों में नौकरी कर रहे डॉक्टरों को पीजी में आरक्षण देने का अधिकारहै राज्य इसकेलिए वर्क बांड भराएगी।@JagranNews,non-hostile
5225,AAP नेता केजरीवाल इतने बौखलाये हुये है कि झाटू को वोट देने की अपील कर रहे है !,fake
451,"@9TI7qgZXEaGoVMM: LAC पर बढ़ा तनाव:
चीन से निपटने के लिए एक्‍शन मोड़ में डोभाल और राजनाथ",hate
170,"RT @D_Tribal_: कितने पैसे या प्रलोभन मिले होंगे कंगना को
GDP,अर्थव्यवस्था.....
बेरोज़गारी,करोना,लद्दाख के मुद्दे से लोगों काध्यान भटकाने के…",hate
3278,"जीडीपी में गिरावट से बढ़ती है बेरोजगारी, जानें क्या भारत में भी घटेंगे नौकरी के अवसर
https://t.co/9ncIjIwLcn via @NavbharatTimes 
#Jobs #GDP",non-hostile
1177,अगर तुर्की जाने से आमिर खान देशद्रोही हैं तो बिना बुलाए मोदी जी पाकिस्तान गए तो क्या कहेंगे? बोलो दोगलों!,non-hostile
4801,"घर के अंदर घुस रहे पुलिसकर्मियों को देखकर पोल्टू ने उन्हें रोक दिया और तलाशी लेने लगे. छोटे बच्चे की हरकत देखकर पुलिस अधिकारी और कॉन्स्टेबल सन्न रह गए. ब्रिटिश पुलिस का अधिकारी ठहाका मारकर हंसने लगा और बोला,

    “Only a tiger could be born to a tiger.”

https://t.co/yotkwXdiFX",non-hostile
313,हाहाहा 😆 थर्मल स्कैनिंग वाली मशीन को मियां जी ने समझा पुलिस की पिस्टल...,fake
232,"सपना तो
कोई भी देख सकता है 
चाहे कोई भी
जाति या समुदाय हो
देश के भविष्य के साथ अन्याय क्यों

#शिक्षा_में_आरक्षण_क्यों

@Dips_gaur

@AdityaSanatan

@Naughtyaj26

@GalaxyAbhishek

@pt_mayankdixit

@ManishS1911

@Shruti75330888

@RoliNigam2

@RakhiPathak19

@RealSardaarTSM

@Realdwivedi143",hate
356,"श्री रामो विग्रहवान् धर्मः'

इस उक्ति के साथ महर्षि वाल्मीकि ने मर्यादा पुरुषोत्तम श्री राम को धर्म के साथ-साथ उस स्वरूप में हमारे सामने प्रस्तुत किया, जो हमें, हमारे दायित्व का बोध कराने, सदाचार और लोक कल्याण के मार्ग का अनुसरण करने के लिए सतत प्रेरित कर रहा है।

जय सिया राम!",non-hostile
5571,""" अगर आपको हमला करना है तो मुझ पर हमला करिए. मेरे दलित भाइयों पर हमला बंद करिए. अगर आपको गोली मारनी है तो मुझे गोली मारिए, लेकिन मेरे दलित भाइयों को नहीं ""

प्रिय MP Police, कृपया इस महोदय की शर्त स्वीकार करें.",hate
4964,"क्या मोबाइल से भी कोरोना का खतरा हो सकता है ?

#IndiaFightsCorona | #COVID19 

@PrakashJavdekar | @PIB_India | @shashidigital https://t.co/NsxZrLE8TE",non-hostile
106,"अब बेरोज़गार नौकरी की तलाश में निकलेंगे 
इतनी सारी नौकरिया निकाली है मोदीजी ने ","defamation,offensive"
5526,"मैं रीवा हूं।
 यहाँ अन्य चीजों के साथ मुर्दो की भी चोरी की जाती है।।
कही मानव अंग तस्करी तो नही ?",non-hostile
452,"जाँच हो रही थी सुशांत 
की मौत की,और “गिरफ़्तारी” हो रही है “हुक्का” पीने के जुर्म में, 
😆😆😆🤔
#RheaChakroborty🙆‍♂️🙎",offensive
3167,"अंध भक्तों तुम्हारे कोई ऐसे नेता की फोटो हो जो मजदूरों के साथ मुलाकात करते हो उनकी पीड़ा सुनते हुए फोटो होतो फोटो भेजो

#राहुल_गांधी_मजदूरों_के_साथ",hate
3732,"#Pakistan की एक अदालत ने #NawazSharif को आत्मसमर्पण के लिए आखिरी मौका दिया है।

https://t.co/ZTbLNHdzzO",non-hostile
519,"#IndiaFightsCorona

अपने घर और अपने परिवेश की स्वच्छता बनाए रखें। बदलकर अपना व्यवहार, करें कोरोना पर वार। 

#TogetherAgainstCovid19 https://t.co/kQm6GBTibs",non-hostile
461,"@INCMP शव बदलाव के कारण लोगो मे बहुत भय है।
लोग अंग तस्करी का नाम दे रहे है।
मृतक का शव पारदर्शी होना चाहिए",non-hostile
3627,@786AHMEDZ @NeeloferSyed5 @KaleemK54018786 @sabnam24 @SFatma10 @ziddi_ansari786 @wai81minu8 @ARARYAN8051 @HaiderA29336233 @ayub0968 @angeltime21 @JAafia @786_AHMEDZ 🤣🤣🤣🤣🤣🤣 कमीनी,offensive
891,"#IPL2020 छोड़ना #SureshRaina को पड़ेगा काफी 'महंगा', जानिए कितनी है उनकी सैलरी जो अब नहीं मिलेगी - 

https://t.co/p4WtSQBeFW",non-hostile
688,"गांधी परिवार के लिए आसान नहीं हरियाणा के पूर्व सीएम हुड्डा को किनारे लगाना
#BhupendraSinghHooda @INCIndia 
https://t.co/5ShoIsLOHx",non-hostile
2764,"RT @Rhea_Ziddi: BMC ने गलत तरीके से मेरे अॉफिस को कब्जे मे लिया है :- कंगना रनौत 😊

तुने ऑफिस ही POK मे खोल रखा है, तो इसमे BMC क्या कर सक…",offensive
659,"@ShivNandan1088 पान्डे जी, कमीना जात पात खेलने आया था","hate,offensive"
1507,"@sambitswaraj कांग्रेस वह छछूंदर है जो किसी भी राजनीति पार्टी को छु दे तो वो पार्टी रोड़ पर आ जाती है 

जैसे स.पा,ब.स.पा,आर.जे.डी अब लगता है,शिवसेना की बारी है.😂😂",hate
5186,"सुशांत-रिया के रिश्ते में 'ड्रग्स का धुंआ' ? , देखिए रिया के घर से सोनल सिंह की ये ग्राउंड रिपोर्ट 
#RheaChakraborty  @Sheerin_sherry https://t.co/M9tWbx0ykb",non-hostile
538,"मित्रों जरा पता करना बीस लाख करोड़ सरकार ने सिर्फ भक्तों में बाट दिया क्या ?
यह साला बीस लाख करोड़ का रकम तो कोरोना वायरस से भी छोटा निकला लेने वाला दिखा न देने वाला !
खैर किसी भाई बहन को कुछ मिला हो तो बताना जरूर","fake,offensive"
287,"#ENGvsPAK 
आखिरी टी20 में जीता पाकिस्तान। तीन मैचों की सीरीज रही बराबर। 

https://t.co/rYqwNU8baK https://t.co/74DgQnL3qy",non-hostile
1000,"हिमाचल प्रदेश में जहां गाड़ी चलाना मुश्किल माना जाता है, वहां एक महिला बस चलाकर कई बैरिकेड हटा रही हैं... https://t.co/7oX5zpXXO2",non-hostile
390,"ये  वर्तमान कि सत्यता है कोरोना महामारी कि आड़ मे भ्रष्टाचार, अंग तस्करी चरम पर... https://t.co/d84QPyb7BY",non-hostile
3408,"धोनी की टीम CSK के लिए आयी खुशख़बरी, आप भी जानिए क्या है पूरा मामला https://t.co/HDwlqRAhal",non-hostile
2331,"केरल के कोझिकोड में दुबई से कालीकट आ रहे एयर इंडिया के विमान दुर्घटनाग्रस्त होने का दुःखद समाचार प्राप्त हुआ है।
ईश्वर से दिवंगत आत्माओ की शांति एवं घायलों के शीघ्र स्वस्थ होने की कामना करता हूं।
#AirIndiaExpress",non-hostile
1477,"अवमानना केस में प्रशांत भूषण पर SC ने 1 रुपये का आर्थिक दंड लगाया, जमा नहीं करने पर 3 महीने की जेल
#PrashantBhushan 

https://t.co/i5zH6Bg6in",non-hostile
2241,"सिंगापुर में भारतीय मूल के नेता प्रीतम सिंह ने यहां विपक्ष के पहले नेता का पद संभालने के साथ ही इतिहास रच दिया. | #PritamSingh
https://t.co/SBJyYgN4vk",non-hostile
1633,"शीर्ष रिसर्च संस्था, इंडियन काउंसिल ऑफ मेडिकल रिसर्च ( ICMR) ने कोरोना काल के लिए नई गाइडलाइन जारी की हैं। यूजर 12 पॉइंट्स की एक गाइडलाइन शेयर कर रहे हैं। जिसमें 2 साल तक यात्रा न करने, 1 साल तक बाहर का खाना न खाने, सिर्फ शाकाहारी खाना खाने, रुमाल न रखने जैसी सलाह दी गई हैं।",fake
